"flux_phi_1:0","flux_phi_1:1","flux_phi_1:2","flux_phi_2:0","flux_phi_2:1","flux_phi_2:2","flux_phi_3:0","flux_phi_3:1","flux_phi_3:2","phi_1","phi_2","phi_3","Points:0","Points:1","Points:2"
0,0,0,0,0,0,0,0,0,0.059492,0,0.6537,0.15,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.056464,0,0.65439,0.1,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.054645,0,0.65481,0.05,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.054039,0,0.65495,0,-0.15,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.21189,0,0.58949,0.95,-0.2,0,1.0e-14
-0.0057083,-0,-0,0,0,0,0.17745,0,0,0.21615,0,0.60313,1,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.20403,0,0.59752,0.9,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.19399,0,0.60727,0.85,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.18221,0,0.61479,0.8,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.16956,0,0.6204,0.75,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.15659,0,0.62497,0.7,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.14372,0,0.62904,0.65,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.13123,0,0.63282,0.6,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.11932,0,0.63635,0.55,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.10815,0,0.63958,0.5,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.097835,0,0.6425,0.45,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.088455,0,0.64509,0.4,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.080076,0,0.64734,0.35,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.072745,0,0.64927,0.3,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.066499,0,0.65089,0.25,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.061361,0,0.6522,0.2,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.05735,0,0.65321,0.15,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.054477,0,0.65394,0.1,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.052751,0,0.65437,0.05,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.052175,0,0.65451,0,-0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.19494,0,0.58732,0.95,-0.25,0,1.0e-14
-0.0060586,-0,-0,0,0,0,0.1731,0,0,0.19897,0,0.60108,1,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.18819,0,0.59537,0.9,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.17969,0,0.60525,0.85,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.16964,0,0.61293,0.8,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.15867,0,0.61871,0.75,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.14725,0,0.62345,0.7,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.13573,0,0.62769,0.65,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.1244,0,0.63163,0.6,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.1135,0,0.6353,0.55,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.10318,0,0.63867,0.5,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.093586,0,0.6417,0.45,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.084811,0,0.64438,0.4,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.076937,0,0.64672,0.35,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.070023,0,0.64871,0.3,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.064114,0,0.65038,0.25,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.059242,0,0.65174,0.2,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.055431,0,0.65279,0.15,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.052699,0,0.65353,0.1,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.051056,0,0.65398,0.05,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.050507,0,0.65412,0,-0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.18182,0,0.58571,0.95,-0.3,0,1.0e-14
-0.0063286,-0,-0,0,0,0,0.16984,0,0,0.1857,0,0.59958,1,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.1757,0,0.59374,0.9,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.16822,0,0.60367,0.85,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.15936,0,0.61144,0.8,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.14964,0,0.61733,0.75,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.1394,0,0.6222,0.7,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.12897,0,0.62657,0.65,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.1186,0,0.63063,0.6,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.10853,0,0.63442,0.55,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.09893,0,0.63789,0.5,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.089945,0,0.64102,0.45,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.081687,0,0.64378,0.4,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.074246,0,0.64619,0.35,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.067688,0,0.64824,0.3,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.062068,0,0.64996,0.25,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.057425,0,0.65135,0.2,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.053787,0,0.65242,0.15,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.051175,0,0.65318,0.1,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.049603,0,0.65364,0.05,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.049079,0,0.65379,0,-0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.17197,0,0.58453,0.95,-0.35,0,1.0e-14
-0.0065299,-0,-0,0,0,0,0.16745,0,0,0.17578,0,0.59848,1,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.16627,0,0.59253,0.9,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.15945,0,0.60247,0.85,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.15141,0,0.61029,0.8,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.14257,0,0.61626,0.75,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.13321,0,0.62122,0.7,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.12358,0,0.62568,0.65,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.11396,0,0.62984,0.6,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.10454,0,0.63372,0.55,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.095508,0,0.63728,0.5,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.087011,0,0.64048,0.45,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.079168,0,0.64331,0.4,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.072074,0,0.64576,0.35,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.065804,0,0.64786,0.3,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.060418,0,0.64961,0.25,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.055959,0,0.65103,0.2,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.052461,0,0.65213,0.15,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.049946,0,0.6529,0.1,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.048432,0,0.65337,0.05,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.047926,0,0.65352,0,-0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.16512,0,0.58371,0.95,-0.4,0,1.0e-14
-0.0066695,-0,-0,0,0,0,0.16582,0,0,0.16889,0,0.59772,1,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.15967,0,0.59168,0.9,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.15327,0,0.60162,0.85,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.14576,0,0.60947,0.8,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.13751,0,0.61549,0.75,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.12873,0,0.62051,0.7,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.11968,0,0.62504,0.65,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.11057,0,0.62927,0.6,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.10162,0,0.63322,0.55,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.093003,0,0.63683,0.5,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.084861,0,0.64009,0.45,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.07732,0,0.64296,0.4,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.07048,0,0.64545,0.35,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.064421,0,0.64758,0.3,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.059206,0,0.64936,0.25,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.054883,0,0.6508,0.2,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.051487,0,0.65191,0.15,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.049045,0,0.6527,0.1,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.047573,0,0.65317,0.05,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.047081,0,0.65333,0,-0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.16109,0,0.58322,0.95,-0.45,0,1.0e-14
-0.0067518,-0,-0,0,0,0,0.16487,0,0,0.16483,0,0.59727,1,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.15577,0,0.59117,0.9,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.1496,0,0.60112,0.85,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.14239,0,0.60899,0.8,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.13447,0,0.61503,0.75,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.12604,0,0.62009,0.7,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.11732,0,0.62466,0.65,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.10852,0,0.62893,0.6,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.09985,0,0.63291,0.55,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.091477,0,0.63656,0.5,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.083549,0,0.63985,0.45,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.076192,0,0.64275,0.4,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.069507,0,0.64527,0.35,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.063577,0,0.64742,0.3,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.058466,0,0.64921,0.25,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.054226,0,0.65066,0.2,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.050893,0,0.65178,0.15,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.048494,0,0.65258,0.1,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.047048,0,0.65305,0.05,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.046564,0,0.65321,0,-0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.15975,0,0.58306,0.95,-0.5,0,1.0e-14
-0.0067789,-0,-0,0,0,0,0.16456,0,0,0.16349,0,0.59712,1,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.15448,0,0.59101,0.9,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.14838,0,0.60095,0.85,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.14127,0,0.60882,0.8,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.13346,0,0.61488,0.75,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.12514,0,0.61995,0.7,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.11652,0,0.62453,0.65,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.10783,0,0.62881,0.6,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.099255,0,0.63281,0.55,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.090964,0,0.63647,0.5,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.083108,0,0.63977,0.45,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.075812,0,0.64268,0.4,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.06918,0,0.6452,0.35,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.063293,0,0.64736,0.3,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.058218,0,0.64916,0.25,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.054005,0,0.65061,0.2,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.050693,0,0.65174,0.15,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.048309,0,0.65253,0.1,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.046871,0,0.65301,0.05,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.046391,0,0.65317,0,-0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92623,1,0.34028,2,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92531,1,0.34037,1.95,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92548,1,0.34041,1.95,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92639,1,0.34032,2,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92257,1,0.34062,1.9,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92274,1,0.34066,1.9,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91799,1,0.34103,1.85,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91817,1,0.34108,1.85,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91154,1,0.34161,1.8,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91174,1,0.34166,1.8,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.9032,1,0.34233,1.75,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90342,1,0.34239,1.75,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89294,1,0.3432,1.7,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89318,1,0.34326,1.7,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.8807,1,0.34419,1.65,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88098,1,0.34426,1.65,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.86646,1,0.34529,1.6,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.86678,1,0.34537,1.6,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85016,1,0.34649,1.55,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85052,1,0.34657,1.55,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83177,1,0.34776,1.5,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83217,1,0.34786,1.5,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.81125,1,0.34907,1.45,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.81169,1,0.34918,1.45,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.78856,1,0.35041,1.4,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.78904,1,0.35053,1.4,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.76369,1,0.35172,1.35,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.7642,1,0.35187,1.35,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.73671,1,0.35299,1.3,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.73724,1,0.35315,1.3,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.70781,1,0.35417,1.25,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.70835,1,0.35435,1.25,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.6765,1,0.35523,1.2,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.67702,1,0.35543,1.2,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.64222,1,0.35615,1.15,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.64269,1,0.35636,1.15,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.61493,1,0.3569,1.1,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.61533,1,0.35712,1.1,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.56105,1,0.3574,1.05,0.5,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.56133,1,0.35763,1.05,0.45,0,1.0e-14
-0.072742,0,0,6.1689e-16,-0,-0,0.0029388,-0,-0,0.55679,1,0.35744,1,0.5,0,1.0e-14
-0.073039,0,0,1.8746e-16,-0,-0,0.002934,-0,-0,0.55693,1,0.35767,1,0.45,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92597,1,0.34053,1.95,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92687,1,0.34044,2,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92326,1,0.34079,1.9,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91872,1,0.34121,1.85,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91234,1,0.3418,1.8,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90409,1,0.34254,1.75,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89392,1,0.34343,1.7,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88182,1,0.34445,1.65,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.86771,1,0.34559,1.6,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85157,1,0.34683,1.55,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83335,1,0.34814,1.5,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.813,1,0.34951,1.45,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.79047,1,0.35091,1.4,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.76574,1,0.35229,1.35,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.73886,1,0.35363,1.3,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.70999,1,0.35489,1.25,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.67861,1,0.35602,1.2,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.64415,1,0.357,1.15,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.61654,1,0.35779,1.1,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.5622,1,0.35832,1.05,0.4,0,1.0e-14
-0.073958,0,0,-3.7491e-16,0,0,0.0029194,-0,-0,0.55738,1,0.35837,1,0.4,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92678,1,0.34073,1.95,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92767,1,0.34064,2,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.9241,1,0.34099,1.9,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91962,1,0.34143,1.85,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91332,1,0.34203,1.8,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90517,1,0.3428,1.75,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89514,1,0.34372,1.7,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88319,1,0.34477,1.65,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.86926,1,0.34595,1.6,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85332,1,0.34724,1.55,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83531,1,0.34862,1.5,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.81518,1,0.35006,1.45,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.79287,1,0.35153,1.4,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.76834,1,0.353,1.35,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.7416,1,0.35443,1.3,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.7128,1,0.35577,1.25,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.68136,1,0.35699,1.2,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.64668,1,0.35805,1.15,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.61867,1,0.3589,1.1,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.56374,1,0.35948,1.05,0.35,0,1.0e-14
-0.075594,0,0,8.3855e-16,-0,-0,0.0028948,-0,-0,0.55818,1,0.35954,1,0.35,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92788,1,0.341,1.95,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92876,1,0.34091,2,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92525,1,0.34128,1.9,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92085,1,0.34173,1.85,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91467,1,0.34236,1.8,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90667,1,0.34315,1.75,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89682,1,0.34411,1.7,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88508,1,0.34521,1.65,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.87141,1,0.34645,1.6,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85574,1,0.34781,1.55,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.83804,1,0.34927,1.5,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.81824,1,0.3508,1.45,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.79626,1,0.35238,1.4,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.77203,1,0.35397,1.35,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.74555,1,0.35553,1.3,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.71689,1,0.357,1.25,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.68543,1,0.35835,1.2,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.65048,1,0.35952,1.15,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.62191,1,0.36047,1.1,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.56611,1,0.3611,1.05,0.3,0,1.0e-14
-0.07813,0,0,2.5663e-16,-0,-0,0.0028593,-0,-0,0.55941,1,0.36119,1,0.3,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92926,1,0.34134,1.95,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93012,1,0.34125,2,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92669,1,0.34163,1.9,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.9224,1,0.3421,1.85,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91636,1,0.34275,1.8,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90854,1,0.34359,1.75,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89893,1,0.34459,1.7,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.88746,1,0.34575,1.65,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.87411,1,0.34707,1.6,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.85881,1,0.34851,1.55,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.84152,1,0.35008,1.5,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.82215,1,0.35173,1.45,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.80063,1,0.35345,1.4,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.77686,1,0.3552,1.35,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.75078,1,0.35692,1.3,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.72242,1,0.35857,1.25,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.69104,1,0.36009,1.2,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.65585,1,0.36143,1.15,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.62658,1,0.36252,1.1,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.56957,1,0.36325,1.05,0.25,0,1.0e-14
-0.081899,0,0,1.7318e-17,-0,-0,0.0028121,-0,-0,0.56123,1,0.36337,1,0.25,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93088,1,0.34174,1.95,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.93172,1,0.34164,2,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92839,1,0.34204,1.9,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.92421,1,0.34253,1.85,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91834,1,0.34322,1.8,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.91076,1,0.3441,1.75,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.90142,1,0.34516,1.7,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.89029,1,0.34639,1.65,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.87733,1,0.34779,1.6,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.86249,1,0.34934,1.55,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.8457,1,0.35103,1.5,0.2,0,1.0e-14
0,0,0,0,0,0,0,0,0,0.8269,1,0.35283,1.45,0.2,0,1.0e-14
